# [Sort by displacement]
# module_name  displacement  area  num_nets  disp*area  disp*num_nets  after_x  after_y  before_x  before_y
sb228  53.077538  420.000000  7  22292.565762  371.542763  168.181733  280.651081  204.625118  319.240000
sb160  48.977572  432.000000  7  21158.311298  342.843007  220.240000  25.740000  265.891889  8.000000
sb254  45.281617  312.000000  6  14127.864367  271.689699  179.892349  88.240000  148.597863  120.967357
sb39  44.137199  156.000000  6  6885.403120  264.823197  111.500000  65.000000  74.108914  88.452059
sb211  39.129581  192.000000  6  7512.879496  234.777484  240.240000  151.240000  229.935801  113.491522
sb103  38.635042  1156.000000  15  44662.108764  579.525633  151.240000  76.240000  176.667985  47.152476
sb11  37.700864  984.000000  14  37097.650032  527.812094  12.000000  103.107029  49.435432  98.641203
sb219  37.046268  504.000000  10  18671.319042  370.462679  9.000000  297.442758  41.491294  315.240000
sb71  36.086714  1088.000000  15  39262.344804  541.300710  169.240000  42.240000  194.013238  16.000000
sb299  35.078156  169.000000  6  5928.208340  210.468935  75.500000  86.500000  40.534151  89.304714
sb106  34.099371  396.000000  6  13503.350760  204.596224  203.000000  40.740000  226.983108  16.500000
sb97  34.029175  600.000000  10  20417.504921  340.291749  207.240000  234.740000  241.227674  236.420099
sb37  34.017126  348.000000  6  11837.959891  204.102757  204.681733  308.740000  235.453715  323.240000
sb136  33.979458  444.000000  7  15086.879331  237.856206  173.008246  118.740000  192.107235  146.843953
sb21  33.846706  1232.000000  16  41699.142302  541.547303  223.000000  22.240000  189.154144  22.000000
sb264  33.454174  1035.000000  14  34625.070127  468.358437  248.500000  24.073333  217.229819  35.962721
sb115  33.062134  748.000000  12  24730.475985  396.745604  116.008246  128.240000  91.842516  150.803735
sb44  32.437481  648.000000  10  21019.487851  324.374813  158.000000  191.740000  172.835404  220.586160
sb246  31.967620  1012.000000  14  32351.231065  447.546675  73.681733  293.746560  102.661998  307.240000
sb258  31.524669  1496.000000  18  47160.905485  567.444050  34.681733  294.142164  24.996446  264.142164
sb206  30.011892  1470.000000  18  44117.480649  540.214049  51.000000  53.500000  21.000000  54.344771
sb20  29.357784  221.000000  6  6488.070239  176.146703  124.508246  145.740000  150.666511  159.067589
sb282  29.320688  1320.000000  17  38703.308159  498.451696  46.000000  96.607029  16.828981  93.648244
sb232  29.300020  966.000000  14  28303.819008  410.200275  188.000000  12.740000  159.888373  21.000000
sb45  28.825199  600.000000  10  17295.119189  288.251986  297.740000  277.240000  270.436212  267.999046
sb185  27.890548  918.000000  13  25603.523464  362.577130  198.740000  22.240000  226.318593  26.399796
sb268  27.583704  550.000000  8  15171.037043  220.669630  239.240000  227.740000  213.024067  236.318202
sb189  27.353864  528.000000  10  14442.840194  273.538640  46.000000  117.607029  71.817482  108.568695
sb133  27.299855  645.000000  10  17608.406677  272.998553  177.181733  321.740000  201.857622  310.061704
sb6  26.717457  1026.000000  14  27412.111072  374.044401  205.392349  99.740000  178.750802  97.727414
sb172  26.309239  351.000000  6  9234.543038  157.855437  222.500000  50.740000  244.608884  65.000902
